	Protein	Domain	Start	Stop
81	UPI002477C211	IPR002018	37	346
82	UPI0023A214E0	IPR002018	70	594
83	UPI002572DB22	IPR002018	6	462
84	UPI0024983AC5	IPR002018	3	64
85	UPI002485E2C0	IPR002018	5	531
86	UPI002449A88E	IPR000383	20	278
87	UPI002449A88E	IPR013736	307	524
88	UPI002449A88E	IPR005674	17	528
89	UPI002546DDC2	IPR000383	188	359
90	UPI002546DDC2	IPR005674	187	358
91	UPI00246B302E	IPR013736	314	532
92	UPI00246B302E	IPR005674	32	519
93	UPI00246B302E	IPR000383	33	284
94	UPI0024A121BC	IPR000383	78	230
95	UPI0023A1E456	IPR000383	24	160
96	UPI0023A1E456	IPR005674	21	160
97	UPI0024E032B6	IPR000383	57	187
98	UPI0025409678	IPR002018	12	474
99	UPI0024A2C5FE	IPR002018	37	498
100	UPI0025494578	IPR002018	25	520
101	UPI00247756D9	IPR005674	66	598
102	UPI00247756D9	IPR000383	69	337
103	UPI00247756D9	IPR013736	377	614
104	UPI0024138DB4	IPR013736	331	552
105	UPI0024138DB4	IPR000383	21	289
106	UPI0024138DB4	IPR005674	18	557
107	UPI0024B23CD7	IPR000383	14	263
108	UPI0024B23CD7	IPR005674	13	503
109	UPI0024B23CD7	IPR013736	294	488
110	UPI002467AFC4	IPR002018	10	430
111	UPI0024358BC1	IPR002018	12	492
112	UPI0023EF5965	IPR002018	5	506
113	UPI0023C1CBD0	IPR002018	5	476
114	UPI0023F38B6A	IPR000383	166	420
115	UPI0023F38B6A	IPR005674	162	700
116	UPI0023F38B6A	IPR013736	458	694
117	UPI0024B7ABB4	IPR013736	380	619
118	UPI0024B7ABB4	IPR005674	44	623
119	UPI0024B7ABB4	IPR000383	47	335
120	UPI0024D457C9	IPR002018	7	103
121	UPI0024A9FDDE	IPR002018	7	470
122	UPI002471B54B	IPR002018	21	506
123	UPI0025555DD5	IPR002018	73	593
124	UPI002497E026	IPR000383	12	163
125	UPI002409E025	IPR002018	29	542
126	UPI0023A0125B	IPR002018	19	394
127	UPI00240C2AB4	IPR002018	3	216
128	UPI00254FB381	IPR002018	60	245
129	UPI0024562618	IPR002018	8	434
130	UPI0023F4F60B	IPR013736	10	128
131	UPI0023A4A302	IPR002018	34	523
132	UPI0024429091	IPR002018	15	478
133	UPI0024B4ACFF	IPR002018	29	574
134	UPI0024A3E010	IPR002018	20	464
135	UPI0024B691D6	IPR002018	5	314
136	UPI0024B691D6	IPR002018	316	420
137	UPI002475616F	IPR000383	19	249
138	UPI002475616F	IPR005674	19	141
139	UPI002475616F	IPR005674	211	456
140	UPI002475616F	IPR013736	283	467
141	UPI0024825FF4	IPR000383	6	69
142	UPI002485BC87	IPR002018	119	709
