	Protein	Domain	Start	Stop
49	UPI00246AD2D8	IPR036852	142	509
50	UPI0024A74CD0	IPR036852	255	363
51	UPI0024A6C882	IPR000209	131	519
52	UPI0024A6C882	IPR036852	128	528
53	UPI0025547CB0	IPR000209	107	381
54	UPI0025547CB0	IPR036852	90	411
55	UPI0025741666	IPR036852	115	419
56	UPI0025741666	IPR000209	136	395
57	UPI00235EB586	IPR000209	66	386
58	UPI00235EB586	IPR036852	23	432
59	UPI0024D96C36	IPR000209	94	245
60	UPI0024D96C36	IPR036852	71	275
61	UPI0024D96C36	IPR010259	15	71
62	UPI00236BCACA	IPR036852	10	381
63	UPI00236BCACA	IPR000209	14	342
64	UPI0023966EFD	IPR036852	39	291
65	UPI0023966EFD	IPR000209	40	280
66	UPI0024A3FEAB	IPR000209	320	551
67	UPI0024A3FEAB	IPR036852	241	629
68	UPI002475B0D7	IPR000209	241	496
69	UPI002475B0D7	IPR036852	227	512
70	UPI002486096A	IPR010259	33	108
71	UPI0025570CBA	IPR000209	171	430
72	UPI0025570CBA	IPR036852	156	439
73	UPI00237BFD17	IPR000209	230	487
74	UPI00237BFD17	IPR036852	182	517
75	UPI00238FA49C	IPR000209	181	428
76	UPI00238FA49C	IPR036852	39	450
77	UPI00238FA49C	IPR010259	47	140
78	UPI00255D41EC	IPR036852	44	466
79	UPI00247EF76D	IPR036852	1	169
80	UPI00247EF76D	IPR000209	1	146
81	UPI0024E132BD	IPR036852	26	143
82	UPI0024869700	IPR000209	226	483
83	UPI0024869700	IPR036852	205	488
84	UPI0024AB6C3B	IPR000209	169	432
85	UPI0024AB6C3B	IPR036852	100	665
86	UPI0024BFB500	IPR036852	204	530
87	UPI0024BFB500	IPR000209	225	484
88	UPI00247B9B5F	IPR000209	155	427
89	UPI00247B9B5F	IPR036852	142	441
90	UPI00253EDE4B	IPR010259	36	114
91	UPI00253EDE4B	IPR036852	118	390
92	UPI00253EDE4B	IPR000209	140	380
93	UPI0024C1D5D7	IPR000209	159	443
94	UPI0024C1D5D7	IPR036852	121	454
95	UPI00254A2372	IPR000209	220	506
96	UPI00254A2372	IPR010259	68	177
97	UPI00254A2372	IPR036852	163	517
98	UPI00255A0450	IPR000209	201	739
99	UPI00255A0450	IPR010259	77	169
100	UPI00255A0450	IPR036852	187	747
101	UPI0024D86AB6	IPR000209	174	552
102	UPI0024D86AB6	IPR036852	31	558
103	UPI002559D6C7	IPR000209	4	277
104	UPI002559D6C7	IPR036852	2	280
105	UPI0024D832F4	IPR036852	35	270
106	UPI0024D832F4	IPR000209	53	261
107	UPI0024636DE6	IPR000209	172	403
108	UPI0024636DE6	IPR036852	166	409
109	UPI0024B478ED	IPR000209	174	412
110	UPI0024B478ED	IPR036852	171	415
111	UPI0024BF1E52	IPR000209	134	396
112	UPI0024BF1E52	IPR036852	114	417
113	UPI00247480A5	IPR036852	60	354
114	UPI00247480A5	IPR000209	73	351
115	UPI0024A34F34	IPR036852	190	483
116	UPI0024A34F34	IPR000209	208	400
117	UPI00255DA899	IPR000209	159	619
118	UPI00255DA899	IPR036852	137	632
119	UPI0023962D3B	IPR036852	75	451
120	UPI0024878476	IPR000209	166	459
121	UPI0024878476	IPR036852	154	490
122	UPI0024BAC18A	IPR000209	54	317
123	UPI0024BAC18A	IPR036852	36	329
124	UPI0025410993	IPR000209	2	102
125	UPI0025410993	IPR036852	2	133
126	UPI00254526B2	IPR036852	219	639
127	UPI002496CF09	IPR036852	39	396
128	UPI002496CF09	IPR000209	55	228
129	UPI00256CAE79	IPR010259	97	154
130	UPI00256CAE79	IPR000209	185	565
131	UPI00256CAE79	IPR036852	105	679
132	UPI00248134FB	IPR000209	15	249
133	UPI00248134FB	IPR036852	14	258
134	UPI0025647C14	IPR000209	248	608
135	UPI0025647C14	IPR036852	243	642
136	UPI0025647C14	IPR010259	54	190
137	UPI0024A0D2AB	IPR000209	47	295
138	UPI0024A0D2AB	IPR036852	30	305
139	UPI002384E6B3	IPR000209	225	383
140	UPI002384E6B3	IPR036852	190	383
141	UPI0024D85FCA	IPR000209	73	474
142	UPI0024D85FCA	IPR036852	56	495
143	UPI002358D412	IPR000209	228	470
144	UPI002358D412	IPR036852	180	468
145	UPI0024BDFBB0	IPR000209	131	372
146	UPI0024BDFBB0	IPR036852	109	381
147	UPI0024BDFBB0	IPR010259	43	105
148	UPI002496FC24	IPR036852	94	428
149	UPI002496FC24	IPR000209	126	392
150	UPI00256E0B21	IPR036852	22	473
151	UPI00256E0B21	IPR000209	35	443
152	UPI002375C963	IPR036852	69	139
153	UPI002375C963	IPR000209	81	134
154	UPI0023695F94	IPR000209	229	305
155	UPI0023695F94	IPR036852	201	305
156	UPI00256390F2	IPR000209	223	502
157	UPI00256390F2	IPR036852	113	523
158	UPI00256AFEBD	IPR000209	238	944
159	UPI00256AFEBD	IPR010259	166	205
160	UPI00256AFEBD	IPR036852	224	977
161	UPI0024984F8D	IPR000209	207	539
162	UPI0024984F8D	IPR036852	154	592
163	UPI00249D799D	IPR010259	29	110
164	UPI00249D799D	IPR000209	134	585
165	UPI00249D799D	IPR036852	110	616
166	UPI0024D4986F	IPR036852	222	590
167	UPI002481EC53	IPR000209	49	292
168	UPI002481EC53	IPR036852	32	318
169	UPI002385D1CE	IPR000209	173	417
170	UPI002385D1CE	IPR036852	156	427
171	UPI0024C62C64	IPR036852	128	448
172	UPI0024C62C64	IPR000209	143	407
173	UPI00249BC674	IPR036852	135	384
174	UPI00249BC674	IPR000209	165	381
175	UPI0024A1C5CF	IPR036852	158	478
176	UPI0024A1C5CF	IPR000209	190	466
177	UPI00253C2599	IPR000209	136	593
178	UPI00253C2599	IPR036852	108	629
179	UPI00253C2599	IPR010259	30	109
180	UPI0024639338	IPR000209	162	389
181	UPI0024639338	IPR036852	151	388
182	UPI0024C6D609	IPR036852	174	733
183	UPI0024C6D609	IPR000209	229	446
184	UPI0024C6D609	IPR000209	664	716
185	UPI002570C748	IPR036852	107	576
186	UPI002570C748	IPR000209	118	307
187	UPI002570C748	IPR000209	448	571
188	UPI0024E2079D	IPR000209	218	484
189	UPI0024E2079D	IPR036852	200	493
190	UPI00249D7414	IPR000209	107	303
191	UPI00249D7414	IPR010259	25	84
192	UPI00249D7414	IPR036852	83	313
193	UPI002552FF68	IPR036852	202	699
194	UPI002552FF68	IPR000209	220	651
195	UPI00256FF7C1	IPR000209	424	659
196	UPI00256FF7C1	IPR036852	423	705
197	UPI002465C65F	IPR000209	128	427
198	UPI002465C65F	IPR036852	118	438
199	UPI0025639BAF	IPR000209	174	478
200	UPI0025639BAF	IPR036852	138	492
201	UPI00247E2A3A	IPR000209	137	374
202	UPI00247E2A3A	IPR036852	117	384
203	UPI00256231FB	IPR000209	166	435
204	UPI00256231FB	IPR036852	87	467
205	UPI0024933812	IPR036852	198	504
206	UPI0024933812	IPR000209	217	495
207	UPI0025667E57	IPR036852	116	622
208	UPI0025667E57	IPR010259	31	117
209	UPI0025667E57	IPR000209	145	587
210	UPI0024B580E2	IPR036852	68	299
211	UPI0024B580E2	IPR000209	79	242
212	UPI0024CE158A	IPR036852	45	185
213	UPI0024CE158A	IPR000209	52	154
214	UPI002494CF45	IPR036852	29	513
215	UPI002494CF45	IPR000209	36	501
216	UPI00253DF0AA	IPR036852	25	519
217	UPI00253DF0AA	IPR000209	28	511
218	UPI00237EB1DF	IPR000209	236	513
219	UPI00237EB1DF	IPR036852	153	582
220	UPI0024DA725D	IPR036852	236	646
221	UPI00249E0396	IPR036852	95	444
222	UPI00249E0396	IPR000209	95	434
223	UPI0024BBFCE4	IPR036852	125	444
224	UPI0024BBFCE4	IPR000209	148	433
225	UPI0024DF5718	IPR036852	159	666
226	UPI0024DF5718	IPR000209	171	656
227	UPI00253E522B	IPR000209	257	447
228	UPI00253E522B	IPR036852	153	510
229	UPI0024C44C72	IPR036852	125	399
230	UPI0024C44C72	IPR000209	145	372
231	UPI0024CF995C	IPR000209	134	575
232	UPI0024CF995C	IPR036852	105	609
233	UPI0024CF995C	IPR010259	26	106
234	UPI00248B1DC8	IPR000209	58	321
235	UPI00248B1DC8	IPR036852	40	334
236	UPI00255DA585	IPR000209	155	582
237	UPI00255DA585	IPR010259	52	123
238	UPI00255DA585	IPR036852	131	614
239	UPI00256DE71C	IPR036852	42	156
240	UPI002566FF05	IPR000209	36	335
241	UPI002566FF05	IPR036852	21	336
242	UPI0024722C18	IPR036852	203	491
243	UPI0024722C18	IPR000209	230	486
244	UPI0024722C18	IPR010259	132	198
245	UPI002546976B	IPR000209	57	384
246	UPI002546976B	IPR036852	38	396
247	UPI0024D8E32A	IPR000209	614	1012
248	UPI0024D8E32A	IPR010259	546	599
249	UPI0024D8E32A	IPR036852	605	1046
250	UPI0024D7470A	IPR000209	156	636
251	UPI0024D7470A	IPR036852	131	679
252	UPI0024D7470A	IPR010259	27	129
253	UPI002390C4C6	IPR036852	171	542
254	UPI002390C4C6	IPR000209	176	522
255	UPI0024C0436C	IPR000209	205	636
256	UPI0024C0436C	IPR036852	193	644
257	UPI0024CD1455	IPR000209	131	600
258	UPI0024CD1455	IPR010259	26	106
259	UPI0024CD1455	IPR036852	24	656
260	UPI00247058DD	IPR036852	196	501
261	UPI00247058DD	IPR000209	214	481
262	UPI002483CC5E	IPR036852	201	545
263	UPI002360A7DC	IPR036852	67	430
264	UPI002360A7DC	IPR000209	86	412
265	UPI0024C00BE2	IPR036852	158	455
266	UPI0024C00BE2	IPR000209	173	432
267	UPI0024C37561	IPR010259	76	167
268	UPI0024C37561	IPR036852	192	646
269	UPI0024C37561	IPR000209	207	638
270	UPI0023696674	IPR036852	53	334
271	UPI0023696674	IPR000209	55	319
272	UPI00256CEF67	IPR036852	88	640
273	UPI00256CEF67	IPR000209	107	627
274	UPI0024628F68	IPR000209	298	540
275	UPI0024628F68	IPR036852	279	549
276	UPI00248B5139	IPR000209	45	291
277	UPI00248B5139	IPR036852	27	301
278	UPI0024D6C999	IPR000209	127	532
279	UPI0024D6C999	IPR036852	101	532
280	UPI0024D6C999	IPR010259	25	102
281	UPI0024A65A46	IPR000209	238	718
282	UPI0024A65A46	IPR010259	95	210
283	UPI0024A65A46	IPR036852	212	752
284	UPI002477B473	IPR036852	208	581
285	UPI00237B532B	IPR000209	98	340
286	UPI00237B532B	IPR036852	79	361
287	UPI0024D84BEA	IPR000209	12	122
288	UPI0024D84BEA	IPR036852	8	134
289	UPI00247F895B	IPR000209	2	251
290	UPI00247F895B	IPR036852	2	289
291	UPI0024DC4D72	IPR000209	1	44
292	UPI0024DC4D72	IPR036852	2	72
293	UPI002545AFA0	IPR036852	356	593
294	UPI002545AFA0	IPR000209	356	586
295	UPI002499300E	IPR036852	135	472
296	UPI002499300E	IPR036852	995	1332
297	UPI002499300E	IPR000209	1032	1317
298	UPI002499300E	IPR000209	173	458
299	UPI00254594A4	IPR000209	332	554
300	UPI00254594A4	IPR036852	327	555
301	UPI002560ED6C	IPR000209	150	599
302	UPI002560ED6C	IPR010259	53	129
303	UPI002560ED6C	IPR036852	128	611
304	UPI00248707D8	IPR000209	96	282
305	UPI00248707D8	IPR036852	90	553
306	UPI00248707D8	IPR000209	424	542
307	UPI002566EF2A	IPR000209	1473	1662
308	UPI002566EF2A	IPR010259	1321	1442
309	UPI002566EF2A	IPR036852	1380	1687
310	UPI002556E677	IPR000209	151	443
311	UPI002556E677	IPR036852	94	463
