	Protein	Domain	Start	Stop
306	UPI00221578A1	IPR010259	38	102
307	UPI00221578A1	IPR000209	142	348
308	UPI0022D3B0D5	IPR036852	609	840
309	UPI0022D3B0D5	IPR000209	614	839
310	UPI002220768C	IPR010259	35	108
311	UPI002220768C	IPR000209	143	374
312	UPI002220768C	IPR036852	94	381
313	UPI0024CF715B	IPR000209	114	397
314	UPI0024CF715B	IPR036852	76	406
315	UPI0024DA49C5	IPR036852	11	686
316	UPI0024DA49C5	IPR000209	138	586
317	UPI0024DA49C5	IPR010259	34	112
318	UPI00230F7C66	IPR000209	256	546
319	UPI00230F7C66	IPR036852	240	553
320	UPI002568CE8F	IPR000209	55	503
321	UPI002568CE8F	IPR036852	40	505
322	UPI00256FE0C1	IPR000209	41	299
323	UPI00256FE0C1	IPR036852	24	308
324	UPI00226DDC6B	IPR000209	230	521
325	UPI00226DDC6B	IPR036852	210	534
326	UPI00229BE3FA	IPR036852	3	286
327	UPI00229BE3FA	IPR000209	164	283
328	UPI00224DF272	IPR000209	71	322
329	UPI00224DF272	IPR036852	53	331
330	UPI002559B028	IPR010259	79	181
331	UPI002559B028	IPR036852	198	658
332	UPI002559B028	IPR000209	217	648
333	UPI0024C0C8A2	IPR036852	115	519
334	UPI0024C0C8A2	IPR000209	122	497
335	UPI00226CEF62	IPR000209	271	507
336	UPI00226CEF62	IPR036852	223	510
337	UPI00256537D1	IPR036852	98	456
338	UPI00256537D1	IPR000209	149	427
339	UPI0024A88838	IPR036852	138	720
340	UPI0024A88838	IPR000209	220	705
341	UPI00230567EF	IPR000209	265	455
342	UPI00230567EF	IPR036852	160	517
343	UPI00228C9CED	IPR000209	320	607
344	UPI00228C9CED	IPR036852	296	615
345	UPI0023285574	IPR036852	60	378
346	UPI0023285574	IPR000209	76	365
347	UPI00225B2D94	IPR036852	56	344
348	UPI00225B2D94	IPR000209	76	335
349	UPI0022519475	IPR000209	155	432
350	UPI0022519475	IPR036852	147	447
351	UPI0024CF4ADD	IPR036852	9	77
352	UPI0024CF4ADD	IPR000209	5	68
353	UPI0024BC352C	IPR036852	66	576
354	UPI0024BC352C	IPR000209	442	561
355	UPI0024BC352C	IPR000209	117	318
356	UPI0025754912	IPR036852	95	541
357	UPI0025754912	IPR000209	133	461
358	UPI00255AF26D	IPR000209	219	710
359	UPI00255AF26D	IPR010259	93	161
360	UPI00255AF26D	IPR036852	89	778
361	UPI0022BCCF4C	IPR036852	108	614
362	UPI0022BCCF4C	IPR000209	134	582
363	UPI00230BD24D	IPR000209	722	944
364	UPI00230BD24D	IPR036852	716	980
365	UPI002563820A	IPR000209	61	318
366	UPI002563820A	IPR036852	44	328
367	UPI0022B484C3	IPR000209	56	384
368	UPI0022B484C3	IPR036852	35	384
369	UPI002559DC86	IPR036852	111	382
370	UPI002559DC86	IPR000209	131	368
371	UPI0022308CFD	IPR000209	145	428
372	UPI0022308CFD	IPR036852	111	442
373	UPI0022B15688	IPR000209	224	482
374	UPI0022B15688	IPR036852	56	528
375	UPI002346757F	IPR036852	2	395
376	UPI002346757F	IPR000209	4	360
377	UPI0022299641	IPR036852	42	383
378	UPI0022299641	IPR000209	109	340
379	UPI0022DD2CD0	IPR000209	162	386
380	UPI0022DD2CD0	IPR036852	66	449
381	UPI0024CA8C1F	IPR036852	147	610
382	UPI0024CA8C1F	IPR000209	158	345
383	UPI0024CA8C1F	IPR000209	477	604
384	UPI00256D6F0A	IPR010259	211	259
385	UPI00256D6F0A	IPR000209	289	675
386	UPI00256D6F0A	IPR036852	227	760
387	UPI0022D5B868	IPR000209	41	497
388	UPI0022D5B868	IPR036852	33	500
389	UPI0022ACE446	IPR036852	142	432
390	UPI0022ACE446	IPR000209	160	404
391	UPI0022A93E11	IPR000209	204	530
392	UPI0022A93E11	IPR036852	183	548
393	UPI00224F5F21	IPR000209	49	290
394	UPI00224F5F21	IPR036852	32	313
395	UPI0022560A80	IPR036852	51	340
396	UPI0022560A80	IPR000209	103	316
