	Protein	Domain	Start	Stop
46	UPI0024497F6D	IPR029058	21	278
47	UPI0024561B03	IPR029058	2270	2498
48	UPI0024DDFF3D	IPR010126	32	141
49	UPI0024DDFF3D	IPR029058	19	252
50	UPI002547C340	IPR029058	16	303
51	UPI0024CFA951	IPR029058	53	313
52	UPI00249EBA4D	IPR029058	1520	1798
53	UPI00244A91D3	IPR029058	12	163
54	UPI002568BDA1	IPR029058	39	312
55	UPI0024761002	IPR029058	577	848
56	UPI0025405F2C	IPR029058	22	530
57	UPI0024730AA2	IPR029058	441	688
58	UPI002570D976	IPR029058	70	330
59	UPI00248D2E67	IPR010126	48	263
60	UPI00248D2E67	IPR010126	50	240
61	UPI00248D2E67	IPR029058	31	131
62	UPI00248D2E67	IPR029058	133	366
63	UPI002456A9BA	IPR029058	7	320
64	UPI00255AEF6C	IPR029058	2	240
65	UPI0025573AF9	IPR029058	134	360
66	UPI0025573AF9	IPR010126	50	250
67	UPI0025573AF9	IPR010126	47	257
68	UPI0025573AF9	IPR029058	21	132
69	UPI002548648A	IPR029058	33	357
70	UPI00255A52C5	IPR029058	57	451
71	UPI0025766FA4	IPR029058	37	211
72	UPI00247B30B2	IPR029058	677	932
73	UPI00255E1FDC	IPR029058	345	602
74	UPI00248A62B6	IPR029058	3647	3913
75	UPI0024C41CC9	IPR029058	13	292
76	UPI0024A4DE2D	IPR029058	29	282
77	UPI0024794993	IPR029058	70	294
78	UPI00247F102D	IPR029058	23	292
79	UPI002454378B	IPR029058	40	214
80	UPI002448C0CE	IPR029058	47	282
81	UPI002578BC65	IPR029058	117	290
82	UPI00244D684E	IPR029058	2	261
83	UPI0024577670	IPR029058	13	282
84	UPI00253F191D	IPR029058	84	174
85	UPI0024A15D99	IPR029058	7	56
86	UPI0024D3C94F	IPR029058	101	287
87	UPI00249125F2	IPR029058	1	225
88	UPI0024857E6D	IPR029058	12	308
89	UPI00255FDF29	IPR029058	5	85
90	UPI00255A56DF	IPR029058	53	329
91	UPI002499B5EF	IPR029058	90	304
92	UPI002564E44F	IPR029058	2	128
93	UPI0024A36E12	IPR029058	51	342
94	UPI002463D843	IPR029058	461	719
95	UPI002550302D	IPR029058	87	332
96	UPI00245B5482	IPR029058	4	211
97	UPI00249A8B3D	IPR029058	252	380
98	UPI0024767699	IPR029058	4	259
99	UPI00244CABB0	IPR029058	12	271
100	UPI0025729204	IPR029058	15	310
101	UPI002494CBE4	IPR029058	24	301
102	UPI0024579E19	IPR029058	2	382
103	UPI00247D91DD	IPR029058	3	273
104	UPI002476A706	IPR029058	5	263
105	UPI00254F1CAA	IPR029058	316	490
106	UPI0024E05072	IPR029058	6	110
107	UPI0024604AA0	IPR029058	24	223
108	UPI0024485AD7	IPR029058	435	679
109	UPI0025677B82	IPR029058	28	236
110	UPI002453DAC1	IPR029058	5323	5577
111	UPI00249FF812	IPR029058	45	291
112	UPI00246F96C1	IPR029058	4	200
113	UPI0024595FBB	IPR029058	27	270
114	UPI0025761283	IPR029058	71	293
115	UPI00246A51E1	IPR029058	26	509
116	UPI00254972E1	IPR029058	443	697
117	UPI00244CD83D	IPR029058	27	317
118	UPI00254C1E9B	IPR029058	83	366
119	UPI00246AA0ED	IPR029058	40	257
120	UPI002468904A	IPR029058	2778	3012
121	UPI0024ABB5FB	IPR029058	41	375
122	UPI002449216B	IPR029058	4	209
123	UPI0024CBAC0E	IPR029058	57	298
124	UPI0024B22686	IPR029058	7	271
125	UPI002477176F	IPR029058	15	296
126	UPI0024983CED	IPR029058	65	197
127	UPI00253E2754	IPR029058	19	278
128	UPI0025567CE2	IPR029058	285	527
129	UPI002544976C	IPR029058	458	712
130	UPI0024912DEE	IPR029058	6	301
131	UPI00249B0C58	IPR029058	12	293
132	UPI0024BC1B02	IPR029058	2	315
133	UPI0024466234	IPR029058	169	354
134	UPI0024466234	IPR029058	108	215
135	UPI0024D37064	IPR029058	203	552
136	UPI0024B6815D	IPR029058	5	272
137	UPI002468DFBA	IPR029058	20	126
138	UPI002474395F	IPR029058	83	481
139	UPI0024682ADF	IPR029058	12	198
140	UPI00246905F4	IPR029058	51	343
141	UPI00249D184F	IPR029058	34	315
142	UPI0024E08F94	IPR029058	1	199
143	UPI0025535C8C	IPR029058	3	229
144	UPI00246D53B0	IPR029058	9	267
145	UPI002577D297	IPR029058	50	239
146	UPI0024A09EA7	IPR029058	24	303
147	UPI0024B01D16	IPR029058	26	260
148	UPI0024BCFFF1	IPR029058	61	310
149	UPI00247BBBFB	IPR029058	6	67
150	UPI0024A376B9	IPR029058	69	408
151	UPI00255B5C3E	IPR029058	101	235
152	UPI0024BCA705	IPR029058	105	310
153	UPI0024A56F06	IPR029058	56	305
154	UPI0024E074F7	IPR029058	17	195
155	UPI0024E074F7	IPR029058	228	521
156	UPI00255B56DF	IPR029058	5160	5356
157	UPI0024AF6F5F	IPR029058	19	254
158	UPI00255DFD0E	IPR029058	857	999
159	UPI002459C18C	IPR029058	8	290
160	UPI002467D90F	IPR029058	78	347
161	UPI00247360FB	IPR029058	11	255
162	UPI0024997CAD	IPR029058	68	342
163	UPI0024A2158E	IPR029058	10	217
164	UPI00247B3069	IPR029058	3	265
165	UPI0024A99324	IPR029058	60	313
166	UPI002569C1CC	IPR029058	190	533
167	UPI002572AE40	IPR029058	46	421
168	UPI0025637485	IPR029058	8	308
169	UPI00249CC5A8	IPR029058	444	696
170	UPI00253D70CF	IPR029058	91	379
171	UPI00249FAA96	IPR029058	87	492
172	UPI0024D73907	IPR029058	23	332
173	UPI0024751EAB	IPR029058	2	315
174	UPI0024AD05A5	IPR029058	6	265
175	UPI0024B2EC5C	IPR029058	13	118
176	UPI0024893044	IPR029058	36	286
177	UPI0024A54859	IPR029058	2	254
178	UPI0024B14A4C	IPR029058	40	262
179	UPI0024A9A38D	IPR029058	39	228
180	UPI0024A35133	IPR029058	7	286
181	UPI0025415D0C	IPR011118	70	539
182	UPI0025415D0C	IPR011118	29	540
183	UPI0025415D0C	IPR029058	127	489
184	UPI0024BAA099	IPR029058	403	651
185	UPI00255D7CFA	IPR029058	43	256
186	UPI002550FEBE	IPR029058	6	93
187	UPI00245753C8	IPR029058	34	194
188	UPI0024B8C1F2	IPR029058	77	334
189	UPI0024B8C1F2	IPR002921	199	318
190	UPI0024AD6799	IPR029058	18	383
191	UPI00245F38FB	IPR029058	2	142
192	UPI002561158B	IPR029058	38	306
193	UPI002561158B	IPR002921	105	243
194	UPI002546E4EA	IPR029058	7	295
195	UPI0024B27940	IPR029058	25	273
196	UPI0024E14232	IPR029058	33	278
197	UPI0024A1CC5D	IPR029058	41	233
198	UPI0024587438	IPR029058	11	281
199	UPI002575BB87	IPR029058	9	303
200	UPI00249C4F33	IPR029058	3	223
201	UPI0024985441	IPR029058	31	170
202	UPI00244AF2A4	IPR029058	45	339
203	UPI0024B27C6C	IPR029058	15	198
204	UPI00244A93B0	IPR029058	15	304
205	UPI002483A48A	IPR029058	1	245
206	UPI0024A27C86	IPR029058	43	332
207	UPI00248A7E75	IPR029058	2	223
208	UPI002452D80E	IPR029058	79	313
209	UPI00244E813E	IPR029058	71	339
210	UPI0024C6919C	IPR029058	2	271
211	UPI00255BBBAE	IPR029058	2898	3152
212	UPI00254C6DAD	IPR029058	57	273
213	UPI002486A242	IPR029058	58	630
214	UPI00245CBC99	IPR029058	19	76
215	UPI00248CD8F9	IPR029058	5	306
216	UPI0024DB3240	IPR029058	73	526
217	UPI0024581135	IPR029058	41	219
218	UPI00254F3CEB	IPR029058	25	274
219	UPI002484054A	IPR029058	6492	6715
220	UPI0024552484	IPR029058	60	343
221	UPI002465EF6A	IPR029058	51	277
222	UPI0024A38A1C	IPR029058	484	731
223	UPI002555C9E5	IPR029058	6	262
224	UPI0025615D69	IPR029058	2	266
225	UPI002454165C	IPR029058	37	209
226	UPI00254A9E3F	IPR029058	102	285
227	UPI0024A6F119	IPR029058	3	247
228	UPI0024988026	IPR029058	41	363
229	UPI0024DF9B98	IPR029058	68	417
230	UPI00244B7A90	IPR029058	1141	1407
231	UPI0025659A6D	IPR029058	30	282
232	UPI00255B7CDF	IPR029058	49	212
233	UPI00253FEB3D	IPR029058	27	276
234	UPI00248AF278	IPR029058	4	211
235	UPI002458F7A5	IPR029058	3170	3434
236	UPI0024BE7853	IPR029058	40	296
237	UPI00255D8534	IPR029058	792	875
238	UPI002564FE5F	IPR029058	80	493
239	UPI0024A6288F	IPR029058	7	281
240	UPI0024BB3C3E	IPR029058	86	321
241	UPI0024BF815F	IPR029058	6	290
242	UPI0024A87F4D	IPR029058	16	218
243	UPI002480B346	IPR029058	2	247
244	UPI00253FAD78	IPR029058	741	814
245	UPI0025782BBD	IPR029058	8	286
246	UPI00253B2FF0	IPR043595	8	231
247	UPI00253B2FF0	IPR029058	6	211
248	UPI00253BC29E	IPR029058	32	298
249	UPI0024B740EB	IPR029058	66	263
250	UPI0025488999	IPR029058	560	1028
251	UPI00247854A3	IPR029058	32	378
252	UPI0024497BF5	IPR011118	62	583
253	UPI0024497BF5	IPR029058	147	514
254	UPI0024497BF5	IPR011118	91	583
255	UPI0024D14065	IPR029058	51	323
256	UPI0024BBA92F	IPR029058	15	304
257	UPI002474AB73	IPR029058	19	315
258	UPI0025744FD5	IPR029058	2	181
259	UPI00246424E6	IPR029058	19	214
260	UPI00245CFDF6	IPR029058	150	297
261	UPI002551189C	IPR029058	21	241
262	UPI002451EFE3	IPR029058	14	375
263	UPI0024B84099	IPR029058	11	338
264	UPI0024BDA52D	IPR029058	385	654
265	UPI0024D93BAE	IPR029058	55	178
266	UPI0025706E51	IPR029058	4	93
267	UPI0024A7E614	IPR029058	2	188
268	UPI0024541726	IPR029058	5	286
269	UPI0024BB6A33	IPR029058	423	725
270	UPI0024968841	IPR029058	50	243
271	UPI0025451C48	IPR029058	32	345
272	UPI00256D8D2D	IPR029058	203	410
273	UPI002576469C	IPR029058	3	256
274	UPI00255F9F20	IPR029058	27	353
275	UPI00247499F2	IPR029058	3	298
276	UPI00245B9A62	IPR029058	30	230
277	UPI002573D07B	IPR029058	21	198
278	UPI0024DAA4EB	IPR029058	89	189
279	UPI0024838403	IPR029058	50	374
280	UPI0024CE8836	IPR029058	31	503
281	UPI00255D8D51	IPR029058	356	620
282	UPI0024D8A3DB	IPR029058	310	467
283	UPI002578E826	IPR029058	2	268
284	UPI0025446682	IPR029058	27	416
285	UPI002559AD56	IPR029058	221	470
286	UPI0024C095C2	IPR029058	6	276
287	UPI002458A936	IPR029058	17	208
288	UPI0024943747	IPR029058	544	800
289	UPI0024A0D839	IPR029058	131	373
290	UPI0024C56AA1	IPR029058	557	797
291	UPI002563DE68	IPR029058	218	373
292	UPI00256B3F88	IPR029058	41	264
293	UPI00256B3F88	IPR029058	293	473
294	UPI0024DB16A2	IPR029058	78	258
295	UPI00244BDFD4	IPR029058	4	246
296	UPI0024A0DDEB	IPR029058	45	290
297	UPI00254C24EB	IPR029058	489	728
298	UPI00244D2586	IPR029058	14	289
299	UPI0024CF84F9	IPR002921	4	41
300	UPI0024CF84F9	IPR029058	6	58
301	UPI00249A3CF4	IPR029058	11	271
302	UPI0024635897	IPR029058	3	375
303	UPI0024510DD0	IPR029058	5	272
304	UPI002455BF86	IPR029058	55	443
305	UPI0024760A9E	IPR029058	4	494
306	UPI002454E265	IPR029058	147	392
307	UPI00249A04A1	IPR029058	50	350
308	UPI002574E61E	IPR029058	2251	2523
309	UPI0025561DBF	IPR029058	399	655
310	UPI002459BBE0	IPR029058	69	293
311	UPI00247B16F6	IPR029058	2	276
312	UPI0024DCA188	IPR029058	42	169
313	UPI0024540C1E	IPR029058	114	348
314	UPI0024C04C27	IPR029058	7	239
315	UPI002557707E	IPR029058	48	338
316	UPI0024869F44	IPR029058	79	309
317	UPI0024DF6630	IPR029058	79	295
318	UPI0024D978A1	IPR029058	36	473
319	UPI0024B0F83A	IPR029058	6	298
320	UPI0025550C6D	IPR029058	15	82
321	UPI0024A674A2	IPR029058	133	303
322	UPI0025401A63	IPR029058	641	892
323	UPI002490AB96	IPR029058	354	604
324	UPI002475B22C	IPR029058	10	194
325	UPI0025723587	IPR029058	400	652
326	UPI002493BA0A	IPR029058	2	271
327	UPI0024C48BF5	IPR029058	3	273
328	UPI00254A2586	IPR029058	2	255
329	UPI0024A9EA35	IPR029058	9	256
330	UPI00245EE0C1	IPR029058	2	263
331	UPI0024D59DCB	IPR029058	7	497
332	UPI0024951F60	IPR029058	89	397
333	UPI00257887B4	IPR029058	414	655
334	UPI0024A08F93	IPR029058	68	316
335	UPI0025512988	IPR029058	2	188
336	UPI002474FAF4	IPR029058	30	240
337	UPI0024C48A26	IPR029058	24	155
338	UPI0025764AF6	IPR029058	7	306
339	UPI002476425F	IPR029058	1035	1302
340	UPI0024BE3594	IPR029058	36	269
341	UPI0024AF115B	IPR029058	1060	1301
342	UPI0024ACC2E6	IPR029058	59	346
343	UPI00255B8638	IPR029058	15	283
344	UPI00245D42CB	IPR029058	486	721
345	UPI0024C00C5F	IPR029058	357	603
346	UPI0024914F04	IPR029058	11	282
347	UPI002478F866	IPR029058	3	219
348	UPI00248D0CCE	IPR029058	4	242
349	UPI00256E978C	IPR002921	109	243
350	UPI00256E978C	IPR029058	45	244
351	UPI00254C8B79	IPR029058	2	373
352	UPI0024A0BD84	IPR029058	12	396
353	UPI0024A7BB9B	IPR029058	102	213
354	UPI002547A641	IPR029058	24	202
355	UPI0024835BFF	IPR029058	2061	2322
356	UPI00247FF56B	IPR029058	41	300
357	UPI00254F016B	IPR029058	139	448
358	UPI0024A26778	IPR029058	6	214
359	UPI00246990A0	IPR029058	3	297
360	UPI00253FB393	IPR029058	11	375
361	UPI00249B6E43	IPR029058	67	563
362	UPI0024CEDF87	IPR029058	15	51
363	UPI002458178E	IPR029058	206	483
364	UPI00256FDFDB	IPR029058	25	269
365	UPI00253BED83	IPR029058	8	299
366	UPI0024A4C695	IPR029058	5	239
367	UPI0024627C0B	IPR029058	5	272
368	UPI00257508BD	IPR029058	7	185
369	UPI0024B15840	IPR029058	3	197
370	UPI0024A0DF01	IPR029058	8	309
371	UPI0024A59D2C	IPR029058	66	300
372	UPI0024AEA339	IPR029058	78	361
373	UPI00254F8281	IPR029058	11	300
374	UPI0024B56B45	IPR029058	7	237
375	UPI002557C2E0	IPR029058	55	304
376	UPI0024836A91	IPR029058	4	558
377	UPI00247BFB16	IPR029058	2	71
378	UPI0025480098	IPR029058	211	412
379	UPI0025480098	IPR002921	264	410
380	UPI0025751700	IPR029058	4	202
381	UPI00254921B9	IPR029058	5	307
382	UPI00254921B9	IPR029058	60	454
383	UPI00256ABB85	IPR029058	44	320
384	UPI002566563A	IPR029058	1057	1184
385	UPI0024C26C6A	IPR029058	28	292
386	UPI00249D347E	IPR029058	56	339
387	UPI002493FE6E	IPR029058	294	591
388	UPI0025683A73	IPR029058	2	106
389	UPI00254237C8	IPR029058	9	281
390	UPI0024B5EB9F	IPR029058	462	704
391	UPI00245DB9B1	IPR029058	4	236
392	UPI0024639568	IPR029058	40	537
393	UPI00247F30BE	IPR029058	50	568
394	UPI00253EC8E0	IPR029058	30	285
395	UPI0024A06383	IPR029058	78	445
396	UPI0024E04619	IPR029058	4	138
397	UPI00249B28E6	IPR029058	2056	2341
398	UPI00246C8ACD	IPR029058	349	457
399	UPI0024B6A8EE	IPR029058	32	252
400	UPI00256EE62A	IPR029058	2	140
401	UPI0024CFC2A3	IPR029058	35	176
402	UPI002553A6AA	IPR029058	5	279
403	UPI00244B99D1	IPR029058	58	305
404	UPI0024D1C83A	IPR029058	40	176
405	UPI002480340C	IPR029058	151	296
406	UPI002480340C	IPR011118	37	565
407	UPI002480340C	IPR011118	95	564
408	UPI002480340C	IPR029058	194	514
409	UPI0024DF49B4	IPR029058	27	589
410	UPI0024A789AC	IPR029058	2898	3152
411	UPI002573D826	IPR029058	34	384
412	UPI00255A4CFB	IPR029058	60	297
413	UPI00247D6BCF	IPR029058	5	247
414	UPI00248FAF87	IPR029058	1103	1308
415	UPI0024490272	IPR029058	7	237
416	UPI002449BB9B	IPR029058	201	490
417	UPI0024ADC5C3	IPR029058	3	145
418	UPI00255E4637	IPR029058	4	263
419	UPI00244B750E	IPR029058	76	303
420	UPI0024E05A5D	IPR029058	2	141
421	UPI00245E2C5F	IPR029058	6	240
422	UPI0024A83B9F	IPR029058	9	301
423	UPI00245B5C9B	IPR029058	8	254
424	UPI002570CD71	IPR029058	118	288
425	UPI00253D4C35	IPR029058	26	505
426	UPI0024568507	IPR029058	37	243
427	UPI0024829CDC	IPR029058	2	243
428	UPI0024BB5E01	IPR029058	14	251
429	UPI0024A920CF	IPR029058	2	230
430	UPI0025495F37	IPR029058	70	264
431	UPI0025623BB1	IPR029058	7	297
432	UPI002493590C	IPR029058	11	207
433	UPI0024A236D1	IPR029058	8	282
434	UPI0024B6DE6A	IPR029058	27	392
435	UPI00248C06C0	IPR029058	1213	1458
436	UPI00246E61DB	IPR029058	7	234
437	UPI00245589CA	IPR029058	11	281
438	UPI00254139D0	IPR029058	183	339
439	UPI00254139D0	IPR002921	206	339
440	UPI002556F7B2	IPR029058	2	207
441	UPI002546E205	IPR029058	35	274
442	UPI002477338A	IPR029058	4	378
443	UPI00248F5EBB	IPR029058	2	373
444	UPI0024C3ACD6	IPR029058	25	267
445	UPI00249464A9	IPR029058	444	691
446	UPI002540D2BD	IPR029058	2	305
447	UPI00255174AE	IPR029058	184	408
448	UPI00253D58AC	IPR029058	36	187
449	UPI0024915146	IPR029058	419	665
450	UPI00249EC381	IPR029058	10	297
451	UPI00244CD26F	IPR029058	411	668
452	UPI0024D5C3B2	IPR029058	125	321
453	UPI00249020DA	IPR029058	24	289
454	UPI00245417CA	IPR029058	540	787
455	UPI002452884E	IPR029058	6	245
456	UPI002489E006	IPR029058	2	77
457	UPI0025500BF9	IPR043595	57	298
458	UPI0025500BF9	IPR029058	63	273
459	UPI00253D8C3C	IPR029058	59	213
460	UPI0024932860	IPR029058	71	295
461	UPI00244E65BA	IPR029058	62	408
462	UPI0025607ADD	IPR029058	53	299
463	UPI0024A35E58	IPR029058	46	294
464	UPI0024A3452B	IPR029058	9	259
465	UPI0025678958	IPR029058	10	390
466	UPI0024B71D10	IPR029058	52	382
467	UPI0024A513A8	IPR029058	33	297
468	UPI0024A70B3D	IPR029058	1064	1311
469	UPI002563BA4E	IPR029058	62	252
470	UPI00256FFD2F	IPR029058	35	516
471	UPI0024774630	IPR029058	78	353
472	UPI002490D4C5	IPR029058	28	91
473	UPI0024826F18	IPR029058	52	374
474	UPI0024C66256	IPR029058	44	260
475	UPI00257678E3	IPR029058	107	267
476	UPI00249A5414	IPR029058	352	601
477	UPI0024B3CB27	IPR029058	136	300
478	UPI0024B97799	IPR029058	649	791
479	UPI0024BB0E69	IPR029058	23	279
480	UPI0024B09313	IPR029058	3	265
481	UPI0024E05E65	IPR029058	115	337
482	UPI002447A5B5	IPR029058	35	317
483	UPI00245537BE	IPR029058	4	249
484	UPI00245D2D71	IPR029058	14	140
485	UPI0024C0624A	IPR029058	174	356
486	UPI0025756091	IPR029058	31	363
487	UPI0024A679E2	IPR029058	40	324
488	UPI00255080DB	IPR029058	64	324
489	UPI0024BF3D33	IPR029058	116	388
490	UPI002569EEAA	IPR029058	133	540
491	UPI00247E87ED	IPR029058	428	520
492	UPI0024A4499F	IPR029058	338	588
493	UPI002540AF48	IPR029058	1	170
494	UPI0025759796	IPR029058	82	388
495	UPI0024CC8FFA	IPR029058	111	419
496	UPI0024CC8FFA	IPR002921	212	367
497	UPI0025571566	IPR029058	3	179
498	UPI002447F77B	IPR029058	11	233
499	UPI00245B983F	IPR029058	4	279
500	UPI002543D2D9	IPR029058	489	728
501	UPI00255F6A87	IPR029058	834	1024
502	UPI00245828A9	IPR029058	87	432
503	UPI0024B3F1E1	IPR029058	17	318
504	UPI00249AF6BB	IPR029058	5	244
505	UPI002544E5D9	IPR029058	4	135
506	UPI0024E13155	IPR029058	88	437
507	UPI0024BE1C61	IPR029058	31	293
508	UPI00255B8DF0	IPR029058	401	652
509	UPI002497EC68	IPR002921	105	240
510	UPI002497EC68	IPR029058	40	312
511	UPI0024D55279	IPR029058	74	359
512	UPI0024D0EADF	IPR029058	21	91
513	UPI00248F50C0	IPR029058	17	200
514	UPI0024B4DEAE	IPR029058	563	817
515	UPI002554EDC1	IPR029058	13	377
516	UPI002546F283	IPR029058	21	535
517	UPI00254D6945	IPR029058	2	287
518	UPI0024B9ABD7	IPR029058	19	307
519	UPI0024A3D634	IPR029058	97	351
520	UPI0024643121	IPR029058	66	295
521	UPI0024742951	IPR029058	2871	3111
522	UPI0024C98DC9	IPR029058	50	176
523	UPI00254071C7	IPR029058	3	302
524	UPI0024D4F108	IPR029058	102	584
525	UPI00254CCE6E	IPR029058	71	357
526	UPI0024D0DBD9	IPR029058	31	188
527	UPI0024D0DBD9	IPR002921	38	186
528	UPI00246E3B43	IPR029058	2	109
529	UPI0024D5CBD3	IPR029058	44	255
530	UPI002458C4CC	IPR029058	7	493
531	UPI00246DC1A0	IPR029058	3	317
532	UPI0024826952	IPR029058	62	264
533	UPI0024CF953F	IPR029058	19	391
534	UPI0024D1F3E8	IPR029058	68	375
535	UPI002474F46C	IPR029058	5	231
536	UPI002557F35B	IPR029058	454	710
537	UPI0024712D70	IPR029058	491	746
538	UPI0024BDAB48	IPR029058	71	424
539	UPI0024A41518	IPR029058	420	672
540	UPI0024688F87	IPR029058	14	194
541	UPI002447F8BE	IPR029058	29	303
542	UPI0024DE8D8B	IPR029058	219	510
543	UPI002549B773	IPR029058	10	156
544	UPI00249D520C	IPR029058	222	457
545	UPI00249D520C	IPR002921	251	395
546	UPI00254B1BF4	IPR029058	74	234
547	UPI00254B1BF4	IPR043595	54	307
548	UPI00255FF1C8	IPR029058	8	65
549	UPI00256DB257	IPR029058	1	167
550	UPI00244CAA0B	IPR029058	17	401
551	UPI002490E1D3	IPR029058	66	332
552	UPI002486A911	IPR029058	54	605
553	UPI0025454038	IPR029058	108	337
554	UPI0024CB15F8	IPR029058	44	331
555	UPI0025477263	IPR029058	9	474
556	UPI002451546D	IPR029058	23	391
557	UPI0024B22A53	IPR029058	1	274
558	UPI00244ABF57	IPR029058	1	257
559	UPI0024597297	IPR029058	3	83
560	UPI00244E99EF	IPR029058	378	792
561	UPI002546C17E	IPR029058	111	519
562	UPI00249372A6	IPR029058	371	629
563	UPI002458FCF8	IPR029058	9	287
564	UPI0024A03787	IPR029058	5	241
565	UPI002541F047	IPR029058	122	305
566	UPI0025630C61	IPR029058	13	291
567	UPI002572991C	IPR029058	169	389
568	UPI002448BA14	IPR029058	2	299
569	UPI00249E6145	IPR029058	14	283
570	UPI00248704B2	IPR029058	3	138
571	UPI00255811CF	IPR029058	3	85
572	UPI00247FAE4E	IPR029058	43	241
573	UPI0024903C8A	IPR029058	30	285
574	UPI0024A8113F	IPR029058	26	137
575	UPI00256B698A	IPR029058	39	131
576	UPI0025661DBD	IPR029058	62	379
577	UPI0024843B84	IPR029058	2122	2376
578	UPI00246D5B7F	IPR029058	400	656
579	UPI00245A3796	IPR029058	1	261
580	UPI002498841E	IPR029058	1253	1330
581	UPI002498841E	IPR029058	19	547
582	UPI002498841E	IPR029058	723	1233
583	UPI00247BC688	IPR029058	164	364
584	UPI0024DD8F02	IPR029058	53	327
585	UPI00246F8F57	IPR029058	423	676
586	UPI00247D145F	IPR029058	6	243
587	UPI00249F3BFA	IPR029058	8	274
588	UPI002545AE22	IPR029058	29	488
589	UPI0025478C0C	IPR029058	64	296
590	UPI0024DD5F78	IPR002921	109	244
591	UPI0024DD5F78	IPR029058	52	244
592	UPI002542B772	IPR029058	8	223
593	UPI0024E271C6	IPR029058	82	390
594	UPI00254BDDD6	IPR029058	2	74
595	UPI002577A1A3	IPR029058	40	305
596	UPI0024B2366C	IPR029058	3	269
597	UPI0024CFA09F	IPR029058	25	267
598	UPI00245813C8	IPR029058	2	246
599	UPI0024BB3453	IPR029058	30	270
600	UPI0024A90FEE	IPR029058	428	668
601	UPI0024DE3D18	IPR029058	1834	2027
602	UPI00246912AD	IPR029058	408	646
603	UPI00248C4C29	IPR029058	1	262
604	UPI00255D0056	IPR029058	84	232
605	UPI002540D4C5	IPR029058	52	342
606	UPI0024D59788	IPR029058	21	514
607	UPI0024B95C72	IPR029058	77	276
608	UPI0025765111	IPR029058	4	254
609	UPI00244B7F09	IPR029058	165	395
610	UPI0024579701	IPR029058	126	454
611	UPI0024CDB1A6	IPR029058	61	360
612	UPI0025686AA6	IPR029058	125	372
613	UPI0024DB9D8B	IPR029058	90	452
614	UPI002459C274	IPR010126	53	171
615	UPI002459C274	IPR029058	47	292
616	UPI00254B8B80	IPR029058	2	251
617	UPI0024B7D4E5	IPR029058	17	244
618	UPI0024D0397B	IPR029058	99	400
619	UPI0024C39D40	IPR029058	80	361
620	UPI00248D1C0D	IPR029058	200	459
621	UPI0024CECCEF	IPR029058	22	514
622	UPI0024C39A9A	IPR029058	4	333
623	UPI0025543261	IPR029058	46	225
624	UPI0024D90CB5	IPR029058	18	311
625	UPI002483BAF9	IPR029058	116	449
626	UPI00246C99EC	IPR029058	129	400
627	UPI00246DDA8B	IPR029058	10	305
628	UPI0024A4A742	IPR029058	4	229
629	UPI00248798CA	IPR029058	56	326
630	UPI00248AC345	IPR029058	17	319
631	UPI00248E863A	IPR029058	39	595
632	UPI0024B3E76E	IPR029058	59	249
633	UPI0024B874AA	IPR029058	10	291
634	UPI00255C3B58	IPR029058	392	500
635	UPI002494D331	IPR029058	40	299
636	UPI00256F68B6	IPR029058	180	382
637	UPI0024CF4C7D	IPR029058	46	221
638	UPI0025767C84	IPR029058	25	282
639	UPI0024A04051	IPR029058	32	469
