	Protein	Domain	Start	Stop
58	UPI00247ADAC7	IPR002018	337	858
59	UPI00253F4E3B	IPR002018	1	108
60	UPI0024D1A67B	IPR002018	26	529
61	UPI002541FEF1	IPR002018	36	357
62	UPI0024C6907C	IPR013736	303	498
63	UPI0024C6907C	IPR000383	34	272
64	UPI00248CB400	IPR000383	81	210
65	UPI00247F985C	IPR002018	56	605
66	UPI0023657DAE	IPR002018	13	502
67	UPI0024D337C4	IPR002018	29	578
68	UPI00254B23C1	IPR002018	2	470
69	UPI002551C451	IPR013736	533	756
70	UPI002551C451	IPR000383	187	503
71	UPI002491D4DE	IPR000383	15	145
72	UPI002477B705	IPR002018	379	498
73	UPI002477B705	IPR002018	31	375
74	UPI00257827C7	IPR002018	94	216
75	UPI00238AA41E	IPR000383	49	334
76	UPI00238AA41E	IPR005674	45	623
77	UPI00238AA41E	IPR013736	383	621
78	UPI0024837627	IPR002018	23	542
79	UPI002555C073	IPR002018	3	506
80	UPI002478CCD9	IPR002018	24	534
81	UPI0024867C0A	IPR002018	57	611
82	UPI002540E490	IPR002018	46	363
83	UPI002486C825	IPR002018	21	516
84	UPI0025492C58	IPR002018	53	541
85	UPI0024B2E83A	IPR002018	5	230
86	UPI0024BEF8F5	IPR002018	50	594
87	UPI00248B81DA	IPR000383	58	326
88	UPI00248B81DA	IPR013736	350	564
89	UPI00248B81DA	IPR005674	55	597
90	UPI002556D909	IPR000383	43	157
91	UPI00237E9527	IPR002018	6	327
92	UPI00237E9527	IPR002018	353	475
93	UPI002557EF13	IPR000383	82	213
94	UPI0024E151E6	IPR005674	20	500
95	UPI0024E151E6	IPR000383	20	271
96	UPI0024E151E6	IPR013736	303	512
97	UPI00256F2BCE	IPR005674	11	286
98	UPI00256F2BCE	IPR013736	343	459
99	UPI00256F2BCE	IPR000383	10	254
100	UPI00249E91C8	IPR013736	551	796
101	UPI00249E91C8	IPR000383	199	525
102	UPI00249E91C8	IPR005674	204	776
103	UPI00238B5D89	IPR002018	16	497
104	UPI002379FE81	IPR002018	1	111
105	UPI00255F5B19	IPR005674	35	394
106	UPI00255F5B19	IPR000383	36	291
107	UPI00255F5B19	IPR013736	339	589
108	UPI00254A22D3	IPR002018	4	459
109	UPI00248342EB	IPR002018	39	600
110	UPI00249E5D15	IPR000383	66	352
111	UPI00249E5D15	IPR005674	66	586
112	UPI00249E5D15	IPR013736	453	584
113	UPI00253B335E	IPR002018	4	197
114	UPI002555923B	IPR000383	43	277
115	UPI002555923B	IPR013736	308	478
116	UPI0024906E5B	IPR002018	24	505
117	UPI00249A1BAD	IPR013736	369	598
118	UPI00249A1BAD	IPR000383	69	342
119	UPI00249A1BAD	IPR005674	75	262
120	UPI00249A1BAD	IPR005674	280	612
121	UPI0023903946	IPR000383	22	155
122	UPI00246CF5F6	IPR002018	195	513
123	UPI0024C6EFC7	IPR002018	52	637
124	UPI00236858E5	IPR002018	155	756
125	UPI0024C46CD6	IPR002018	6	503
126	UPI0023815408	IPR002018	6	469
127	UPI0024E1C923	IPR002018	334	496
128	UPI0024E1C923	IPR002018	30	306
129	UPI0024CA307B	IPR002018	23	538
130	UPI0024B62748	IPR002018	16	582
131	UPI0023884A40	IPR013736	389	614
132	UPI0023884A40	IPR000383	68	368
133	UPI0024A5C48F	IPR002018	69	194
134	UPI0024704E5C	IPR002018	185	403
135	UPI0024704E5C	IPR002018	64	122
136	UPI0024704E5C	IPR002018	123	179
137	UPI0024CB4A67	IPR013736	385	568
138	UPI0024CB4A67	IPR000383	56	339
139	UPI00249449AE	IPR002018	23	656
140	UPI002391DB95	IPR013736	306	518
141	UPI002391DB95	IPR000383	28	277
142	UPI002391DB95	IPR005674	25	531
143	UPI002541B37F	IPR000383	1	212
144	UPI00236A210B	IPR000383	13	284
145	UPI00236A210B	IPR013736	406	526
146	UPI00236A210B	IPR005674	13	518
147	UPI002478637C	IPR002018	133	607
148	UPI002552AEB5	IPR000383	3	264
149	UPI002552AEB5	IPR013736	334	548
150	UPI002552AEB5	IPR005674	333	554
151	UPI002552AEB5	IPR005674	1	303
152	UPI002482FED3	IPR002018	3	233
153	UPI002393D5DC	IPR002018	5	482
154	UPI00247324D7	IPR013736	304	500
155	UPI00247324D7	IPR000383	22	273
156	UPI00247324D7	IPR005674	22	352
