	Protein	Domain	Start	Stop
99	UPI00241395D4	IPR002018	29	551
100	UPI00239CABCA	IPR002018	6	441
101	UPI0024386A45	IPR002018	45	620
102	UPI00233C02BE	IPR002018	433	535
103	UPI00233C02BE	IPR002018	34	375
104	UPI002461592E	IPR002018	34	488
105	UPI002367663D	IPR002018	4	439
106	UPI0023E26348	IPR002018	17	494
107	UPI00244EBDBD	IPR002018	31	426
108	UPI0023F99D54	IPR002018	30	497
109	UPI0023AEEE7A	IPR002018	1	372
110	UPI002376BAE7	IPR002018	23	160
111	UPI002419CDDA	IPR002018	27	291
112	UPI002401B3CC	IPR002018	31	550
113	UPI00239FB1C3	IPR002018	21	516
114	UPI002357E8FB	IPR013736	381	618
115	UPI002357E8FB	IPR005674	30	611
116	UPI002357E8FB	IPR000383	30	349
117	UPI0023BAFFDD	IPR002018	48	591
118	UPI0023293A86	IPR002018	182	563
119	UPI0023293A86	IPR002018	49	163
120	UPI0022FBE0A2	IPR002018	5	109
121	UPI002403EE42	IPR002018	41	604
122	UPI0023187B8E	IPR000383	46	338
123	UPI0023187B8E	IPR005674	42	626
124	UPI0023187B8E	IPR013736	378	620
125	UPI0023A00EFF	IPR000383	40	310
126	UPI0023A00EFF	IPR005674	36	442
127	UPI0023A00EFF	IPR005674	490	646
128	UPI0023A00EFF	IPR013736	355	640
129	UPI0022DD5AF5	IPR000383	8	63
130	UPI0022DD5AF5	IPR005674	4	63
131	UPI00245C3046	IPR000383	10	159
132	UPI0024193825	IPR002018	723	1237
133	UPI002455BFF7	IPR002018	17	500
134	UPI0023C1DE71	IPR000383	33	158
135	UPI0022C5A0B8	IPR005674	10	283
136	UPI0022C5A0B8	IPR013736	38	276
137	UPI00239F3427	IPR002018	87	469
138	UPI002445DDC5	IPR002018	38	469
139	UPI00233D52E6	IPR013736	330	570
140	UPI00233D52E6	IPR000383	23	304
141	UPI00233D52E6	IPR005674	20	373
142	UPI0023F9EB4A	IPR002018	33	534
143	UPI0024527A64	IPR013736	320	512
144	UPI0024527A64	IPR000383	14	294
145	UPI0024527A64	IPR005674	14	360
146	UPI002454213D	IPR002018	3	457
147	UPI0024139122	IPR002018	23	497
148	UPI00232AAFB2	IPR002018	5	301
149	UPI002401FEAC	IPR002018	30	91
150	UPI002401FEAC	IPR002018	94	461
151	UPI0022F499B1	IPR002018	40	554
152	UPI0022FA77EA	IPR000383	560	638
153	UPI00233449CC	IPR013736	403	552
154	UPI00233449CC	IPR005674	98	440
155	UPI00233449CC	IPR000383	90	357
156	UPI002396AD53	IPR002018	35	513
157	UPI0023B0DB60	IPR002018	3	307
158	UPI00230BAE74	IPR002018	22	492
159	UPI0024185A90	IPR013736	506	703
160	UPI0024185A90	IPR000383	198	457
161	UPI0024185A90	IPR005674	198	731
162	UPI0024417AD7	IPR002018	42	513
163	UPI002315855A	IPR002018	32	540
164	UPI002310E645	IPR000383	17	173
165	UPI0023B139C9	IPR002018	79	571
166	UPI002454C79B	IPR002018	22	169
167	UPI00240A213F	IPR002018	1	223
168	UPI00238FFB51	IPR002018	7	508
169	UPI002400178A	IPR002018	2	111
170	UPI00239DEACA	IPR002018	15	495
171	UPI0023A44D95	IPR013736	337	577
172	UPI0023A44D95	IPR005674	35	403
173	UPI0023A44D95	IPR000383	36	290
174	UPI00238BBEA6	IPR002018	7	507
175	UPI00233BA230	IPR000383	19	270
176	UPI00233BA230	IPR005674	17	504
177	UPI00233BA230	IPR013736	300	511
178	UPI0023B9381C	IPR002018	6	515
179	UPI0023913569	IPR002018	27	312
180	UPI0023138687	IPR013736	382	620
181	UPI0023138687	IPR000383	53	340
182	UPI0023138687	IPR005674	285	625
183	UPI0023138687	IPR005674	49	176
184	UPI0022C39DA4	IPR002018	8	455
185	UPI0023B03B64	IPR000383	26	313
186	UPI0023B03B64	IPR013736	342	564
187	UPI0023B03B64	IPR005674	22	380
188	UPI002317BD8A	IPR002018	5	65
189	UPI0022BCBFBD	IPR000383	61	230
190	UPI0022BCBFBD	IPR005674	59	226
191	UPI0022BCBFBD	IPR013736	337	583
192	UPI00236D857B	IPR000383	82	388
193	UPI00236D857B	IPR005674	79	666
194	UPI00236D857B	IPR013736	430	661
